Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
EMP0458,0,0,5,5,0.9171997189527368,2,0.7914152794457661,0.5265704126693279,-0.6978298687704685,2,0,1,2,-0.7126694531510648,2,2,1,0,4
EMP0459,1,3,3,0,-1.6777634677075988,1,0.20114667543098094,1.389446959444138,0.011202714820741139,0,2,0,2,-1.429785022834165,1,2,0,2,1
EMP0460,1,0,5,6,-1.0789258092475214,1,-1.6539832229012008,-0.5520252707991848,1.4292678820031606,1,2,1,1,-0.7126694531510648,2,2,1,0,0
EMP0461,0,0,4,4,-0.5798944271974568,2,-1.485335050325548,-0.5520252707991848,-0.6978298687704685,2,1,0,0,-0.7126694531510648,1,1,1,2,2
EMP0462,0,2,1,5,1.0170059953627497,0,0.7070911931579397,-1.4149018175739951,1.4292678820031606,2,1,0,0,-0.7126694531510648,0,1,1,1,2
EMP0463,1,3,1,3,0.9171997189527368,2,-1.6539832229012008,-1.4149018175739951,-1.4068624523616782,0,1,0,0,-1.429785022834165,1,2,1,0,2
EMP0464,0,3,2,4,0.11874950767263352,0,-1.316686877749895,0.0951321392819228,0.011202714820741139,1,2,0,2,0.004446116532035369,1,4,0,2,3
EMP0465,1,0,5,0,-0.28047559796741806,0,-1.485335050325548,0.31085127597562534,0.7202352984119508,0,0,1,2,-1.429785022834165,2,1,1,2,2
EMP0466,0,3,3,2,0.11874950767263352,1,1.5503320560362042,-0.7677444074928874,-1.4068624523616782,0,3,0,0,1.4386772558982357,2,1,1,0,2
EMP0467,0,3,4,4,-0.08086304514739227,0,1.5503320560362042,-1.1991826808802926,-0.6978298687704685,2,0,1,1,-0.7126694531510648,0,1,1,0,2
EMP0468,0,2,4,4,0.8173934425427238,0,-1.0637146188864157,0.31085127597562534,-1.4068624523616782,2,0,1,0,1.4386772558982357,1,0,2,2,4
EMP0469,0,3,2,1,-0.380281874377431,0,0.032498502855328064,1.1737278227504355,-1.4068624523616782,1,1,1,0,0.7215616862151356,1,0,2,0,1
EMP0470,1,0,5,2,-1.6777634677075988,0,-1.316686877749895,1.389446959444138,0.7202352984119508,1,2,1,2,-1.429785022834165,2,2,0,2,0
EMP0471,0,0,5,4,0.8173934425427238,1,0.2854707617188074,-0.12058699741177976,-0.6978298687704685,1,2,0,2,-1.429785022834165,0,1,0,1,2
EMP0472,1,0,2,5,-0.380281874377431,2,0.8757393657335926,0.31085127597562534,-0.6978298687704685,0,3,0,0,0.004446116532035369,0,1,0,0,0
EMP0473,1,1,1,5,-0.08086304514739227,2,-0.8107423600229364,1.389446959444138,0.011202714820741139,2,3,1,0,1.4386772558982357,1,0,2,0,2
EMP0474,0,0,5,0,0.8173934425427238,0,-0.3891219285838042,1.6051660961378407,-0.6978298687704685,2,2,0,0,-1.429785022834165,2,1,1,2,1
EMP0475,0,2,3,1,1.5160373774128142,2,-0.22047375600815128,1.1737278227504355,-0.6978298687704685,1,2,1,1,0.7215616862151356,1,4,1,2,0
EMP0476,1,2,4,6,-1.0789258092475214,1,0.960063452021419,0.31085127597562534,0.011202714820741139,1,2,1,2,0.004446116532035369,1,4,2,2,5
EMP0477,0,1,3,5,-1.278538362067547,1,1.2130357108848984,0.7422895493630305,-0.6978298687704685,1,0,0,1,0.7215616862151356,2,3,0,0,0
EMP0478,1,0,1,6,0.7175871661327109,2,1.5503320560362042,1.6051660961378407,0.7202352984119508,0,1,0,0,0.004446116532035369,1,1,1,1,0
EMP0479,1,0,5,2,-1.4781509148875729,1,-0.30479784229597773,-1.4149018175739951,-1.4068624523616782,1,2,1,0,-0.7126694531510648,2,4,1,1,5
EMP0480,1,2,4,6,-1.5779571912975858,1,1.1287116245970719,0.5265704126693279,0.7202352984119508,1,1,1,2,-1.429785022834165,2,0,2,2,0
EMP0481,2,0,6,6,-0.4800881507874439,0,1.3816838834605512,0.9580086860567331,-0.6978298687704685,0,1,0,0,0.004446116532035369,0,4,0,0,3
EMP0482,0,1,5,6,-0.9791195328375084,0,-1.0637146188864157,-0.7677444074928874,-0.6978298687704685,2,0,1,0,0.004446116532035369,2,0,2,2,0
EMP0483,2,1,3,1,-0.18066932155740517,2,-1.6539832229012008,0.7422895493630305,0.011202714820741139,2,1,1,0,-0.7126694531510648,0,2,2,2,0
EMP0484,2,0,4,1,0.3183620604926593,2,-1.2323627914620685,1.389446959444138,-0.6978298687704685,1,1,0,1,-1.429785022834165,1,2,2,0,0
EMP0485,2,0,0,0,0.21855578408264642,2,-0.557770101159457,1.389446959444138,-1.4068624523616782,1,0,0,1,-1.429785022834165,1,4,1,0,2
EMP0486,1,1,6,2,-0.5798944271974568,1,-0.3891219285838042,-0.5520252707991848,1.4292678820031606,1,1,0,2,-0.7126694531510648,0,1,2,2,5
EMP0487,0,1,4,5,-1.6777634677075988,0,-0.4734460148716306,-0.7677444074928874,-1.4068624523616782,1,0,0,1,1.4386772558982357,0,3,2,1,0
EMP0488,0,1,1,3,1.4162311010028013,1,-1.5696591366133743,-0.5520252707991848,-1.4068624523616782,1,0,0,2,-1.429785022834165,0,3,1,2,5
EMP0489,0,2,5,3,0.41816833690267224,2,-1.5696591366133743,-1.1991826808802926,0.011202714820741139,1,1,1,1,0.7215616862151356,2,0,0,2,1
EMP0490,0,1,1,3,0.5179746133126851,1,-0.8950664463107628,0.0951321392819228,1.4292678820031606,2,2,1,1,-0.7126694531510648,2,2,1,1,4
EMP0491,1,2,4,4,0.9171997189527368,1,-0.557770101159457,-0.5520252707991848,-0.6978298687704685,0,3,0,2,0.7215616862151356,1,4,1,1,4
EMP0492,0,3,5,2,-0.7795069800174825,0,0.20114667543098094,0.7422895493630305,0.7202352984119508,0,3,1,1,-0.7126694531510648,0,2,2,2,3
EMP0493,2,3,1,1,0.5179746133126851,1,-0.13614966972032483,-0.12058699741177976,-1.4068624523616782,2,0,1,2,-0.7126694531510648,0,2,2,0,5
EMP0494,0,1,3,2,0.6177808897226981,2,0.032498502855328064,-0.7677444074928874,-1.4068624523616782,0,1,1,0,-0.7126694531510648,2,4,1,0,2
EMP0495,0,3,6,1,-0.18066932155740517,2,-1.316686877749895,-0.7677444074928874,0.7202352984119508,2,0,0,0,1.4386772558982357,0,4,0,1,3
EMP0496,0,3,2,6,0.11874950767263352,0,-0.9793905325985893,-0.7677444074928874,-0.6978298687704685,1,3,1,2,-1.429785022834165,0,1,1,0,2
EMP0497,0,2,1,1,-0.380281874377431,0,1.4660079697483777,-0.12058699741177976,0.7202352984119508,2,0,1,2,-0.7126694531510648,2,2,2,1,3
EMP0498,2,1,0,2,0.5179746133126851,2,0.1168225891431545,1.1737278227504355,0.7202352984119508,1,1,1,2,-0.7126694531510648,0,1,0,1,3
EMP0499,1,0,6,6,-0.380281874377431,1,0.032498502855328064,1.1737278227504355,0.7202352984119508,1,1,0,1,1.4386772558982357,2,4,0,2,3
EMP0500,1,2,4,6,-0.7795069800174825,1,0.6227671068701132,-0.98346354418659,0.011202714820741139,2,2,1,0,-0.7126694531510648,0,2,0,0,1
EMP0501,1,0,0,0,-1.0789258092475214,1,1.1287116245970719,-1.1991826808802926,1.4292678820031606,1,1,0,0,0.7215616862151356,2,0,1,1,2
EMP0502,1,3,0,6,0.7175871661327109,0,-1.0637146188864157,1.1737278227504355,-1.4068624523616782,0,3,0,2,0.7215616862151356,2,4,2,0,4
EMP0503,0,0,6,0,0.3183620604926593,0,-0.557770101159457,1.1737278227504355,0.011202714820741139,0,1,0,1,0.004446116532035369,2,1,1,0,0
EMP0504,0,2,5,3,0.41816833690267224,0,0.8757393657335926,-0.98346354418659,0.011202714820741139,1,0,0,0,0.004446116532035369,1,4,0,0,2
EMP0505,1,1,6,6,1.1168122717727624,2,0.032498502855328064,-0.5520252707991848,0.011202714820741139,1,2,0,2,-1.429785022834165,0,3,0,0,5
EMP0506,0,1,6,1,-0.380281874377431,2,1.3816838834605512,0.0951321392819228,0.7202352984119508,2,0,0,2,-0.7126694531510648,1,3,0,0,1
EMP0507,2,0,5,3,-0.08086304514739227,2,-0.8950664463107628,1.6051660961378407,-1.4068624523616782,1,1,1,0,1.4386772558982357,1,4,1,2,3
EMP0508,0,2,1,0,0.01894323126262062,2,-1.0637146188864157,-1.4149018175739951,-1.4068624523616782,2,2,0,1,-0.7126694531510648,2,1,1,0,2
EMP0509,0,1,2,1,0.9171997189527368,1,1.2973597971727246,0.7422895493630305,-1.4068624523616782,2,0,1,2,-0.7126694531510648,0,4,0,1,0
EMP0510,0,3,5,2,-0.7795069800174825,2,-0.9793905325985893,1.389446959444138,-0.6978298687704685,2,1,0,1,0.7215616862151356,0,0,2,2,4
EMP0511,0,3,2,5,-1.278538362067547,2,1.6346561423240304,0.9580086860567331,0.7202352984119508,1,0,1,0,0.004446116532035369,1,3,2,2,4
EMP0512,0,1,1,1,0.5179746133126851,0,0.032498502855328064,-1.4149018175739951,-0.6978298687704685,0,0,1,0,0.7215616862151356,1,4,0,0,1
EMP0513,0,0,3,4,0.9171997189527368,1,-0.13614966972032483,1.1737278227504355,0.011202714820741139,1,1,1,1,0.7215616862151356,0,4,0,0,4
EMP0514,1,0,0,1,-1.178732085657534,2,-0.22047375600815128,1.1737278227504355,0.7202352984119508,2,3,1,1,-1.429785022834165,2,2,1,1,3
EMP0515,0,0,4,4,1.4162311010028013,2,-0.30479784229597773,-1.6306209542676977,-1.4068624523616782,2,2,1,0,0.7215616862151356,2,4,1,0,0
EMP0516,0,2,1,2,0.21855578408264642,2,1.2973597971727246,0.7422895493630305,-1.4068624523616782,1,0,0,1,-1.429785022834165,0,4,1,2,1
EMP0517,1,0,2,4,1.4162311010028013,2,0.6227671068701132,0.5265704126693279,-0.6978298687704685,1,2,1,1,0.004446116532035369,0,2,0,1,2
EMP0518,1,3,0,3,-0.9791195328375084,1,0.960063452021419,1.389446959444138,0.7202352984119508,2,2,0,2,0.7215616862151356,0,4,2,1,1
EMP0519,0,0,4,6,1.1168122717727624,0,0.20114667543098094,1.389446959444138,1.4292678820031606,1,3,1,2,0.004446116532035369,1,3,2,2,4
EMP0520,0,3,1,0,0.41816833690267224,0,0.4541189342944603,-0.3363061341054823,0.011202714820741139,0,0,1,0,0.7215616862151356,0,3,0,0,1
EMP0521,0,1,2,2,-0.9791195328375084,0,0.5384430205822868,-0.7677444074928874,1.4292678820031606,1,1,1,0,1.4386772558982357,2,2,0,2,5
EMP0522,1,0,0,2,1.5160373774128142,0,1.718980228611857,-1.6306209542676977,-1.4068624523616782,2,1,1,1,0.004446116532035369,0,3,0,0,4
EMP0523,0,2,6,6,-1.178732085657534,1,0.4541189342944603,-1.1991826808802926,0.011202714820741139,2,0,0,1,0.7215616862151356,2,4,0,1,2
EMP0524,1,1,4,0,-1.178732085657534,0,-0.557770101159457,0.7422895493630305,-0.6978298687704685,2,0,1,0,0.7215616862151356,1,2,2,2,4
EMP0525,1,0,1,6,-0.8793132564274955,1,0.36979484800663387,-1.1991826808802926,-0.6978298687704685,2,2,0,1,0.004446116532035369,2,3,1,0,4
EMP0526,2,1,6,2,-0.7795069800174825,2,-1.316686877749895,-1.6306209542676977,-0.6978298687704685,1,1,1,2,-1.429785022834165,2,0,2,2,5
EMP0527,2,3,4,0,0.8173934425427238,0,-0.9793905325985893,-0.7677444074928874,0.011202714820741139,0,0,1,1,-1.429785022834165,2,4,2,1,3
EMP0528,2,0,6,3,-0.380281874377431,0,1.3816838834605512,-1.4149018175739951,0.011202714820741139,2,2,0,1,0.004446116532035369,2,2,2,1,0
EMP0529,2,2,4,4,-1.278538362067547,1,-1.485335050325548,-0.5520252707991848,-0.6978298687704685,2,0,1,2,0.7215616862151356,1,0,0,2,3
EMP0530,2,3,3,6,-0.28047559796741806,1,-0.4734460148716306,-0.7677444074928874,0.011202714820741139,0,3,0,1,-1.429785022834165,1,4,2,0,2
EMP0531,0,0,6,6,-0.380281874377431,1,-0.4734460148716306,-1.4149018175739951,0.011202714820741139,0,0,0,2,0.7215616862151356,2,2,0,1,4
EMP0532,1,1,1,6,-0.18066932155740517,0,1.2973597971727246,0.0951321392819228,-1.4068624523616782,0,0,1,0,-1.429785022834165,2,4,0,2,5
EMP0533,1,2,1,4,1.7156499302328398,1,-1.6539832229012008,1.6051660961378407,0.011202714820741139,2,3,0,2,-1.429785022834165,1,4,1,2,5
EMP0534,0,1,5,3,0.7175871661327109,1,1.1287116245970719,-0.12058699741177976,0.011202714820741139,1,2,0,1,0.7215616862151356,2,0,1,0,0
EMP0535,2,2,3,3,-1.5779571912975858,0,-0.7264182737351099,-0.98346354418659,1.4292678820031606,0,3,1,0,0.004446116532035369,2,4,0,0,0
EMP0536,0,3,6,1,1.4162311010028013,0,0.960063452021419,0.5265704126693279,-1.4068624523616782,0,2,1,1,0.7215616862151356,0,3,2,2,5
EMP0537,1,1,3,4,1.0170059953627497,0,-0.557770101159457,-0.98346354418659,1.4292678820031606,2,2,1,2,-1.429785022834165,0,0,0,0,2
EMP0538,0,3,2,6,-0.5798944271974568,0,0.5384430205822868,-1.6306209542676977,0.011202714820741139,2,3,1,2,-0.7126694531510648,2,2,0,2,3
EMP0539,0,0,3,6,-0.380281874377431,1,-0.6420941874472835,-0.7677444074928874,0.011202714820741139,1,0,0,2,0.7215616862151356,1,2,1,1,3
EMP0540,1,3,4,3,0.9171997189527368,2,-1.2323627914620685,0.7422895493630305,0.7202352984119508,0,2,0,2,-1.429785022834165,0,0,0,0,3
EMP0541,1,3,3,6,-1.6777634677075988,0,0.2854707617188074,1.389446959444138,-0.6978298687704685,0,1,0,2,0.7215616862151356,0,3,0,2,4
EMP0542,1,1,0,1,1.2166185481827754,2,0.20114667543098094,-1.4149018175739951,0.7202352984119508,2,2,0,1,1.4386772558982357,2,2,2,0,4
EMP0543,1,3,0,3,-0.9791195328375084,2,0.7914152794457661,0.5265704126693279,1.4292678820031606,2,2,0,2,-0.7126694531510648,1,4,2,1,5
EMP0544,1,1,1,4,-0.6797007036074697,0,0.8757393657335926,-1.1991826808802926,0.011202714820741139,2,3,0,0,-0.7126694531510648,2,4,1,0,2
EMP0545,1,3,6,2,0.21855578408264642,1,0.36979484800663387,-0.3363061341054823,-1.4068624523616782,1,3,1,0,0.004446116532035369,2,2,0,2,2
EMP0546,2,2,2,4,0.5179746133126851,2,-0.6420941874472835,-0.3363061341054823,0.7202352984119508,1,0,1,2,1.4386772558982357,2,1,2,1,5
EMP0547,2,1,1,1,1.4162311010028013,0,0.960063452021419,-0.98346354418659,0.011202714820741139,2,1,1,2,0.004446116532035369,1,4,1,2,3
EMP0548,1,0,3,4,-1.278538362067547,0,0.960063452021419,-0.3363061341054823,0.011202714820741139,2,2,1,2,0.7215616862151356,2,4,2,0,4
EMP0549,0,1,1,6,0.01894323126262062,2,1.2973597971727246,0.0951321392819228,0.7202352984119508,2,1,1,2,-0.7126694531510648,2,3,1,0,2
EMP0550,2,1,4,6,1.7156499302328398,1,-1.1480387051742422,0.9580086860567331,0.011202714820741139,0,1,1,0,1.4386772558982357,0,2,0,2,5
EMP0551,2,0,1,5,0.21855578408264642,1,1.5503320560362042,0.9580086860567331,-0.6978298687704685,0,0,1,2,0.7215616862151356,2,0,0,1,4
EMP0552,0,1,5,3,1.0170059953627497,0,0.36979484800663387,-0.3363061341054823,0.011202714820741139,0,2,0,0,1.4386772558982357,1,0,2,2,4
EMP0553,2,2,2,5,1.1168122717727624,1,-0.05182558343249838,0.7422895493630305,0.7202352984119508,0,2,1,0,-0.7126694531510648,1,0,0,2,5
EMP0554,0,1,4,4,0.8173934425427238,0,-0.05182558343249838,-1.6306209542676977,0.7202352984119508,0,0,0,1,-1.429785022834165,0,2,2,1,3
EMP0555,1,0,4,3,0.01894323126262062,2,0.4541189342944603,-1.4149018175739951,1.4292678820031606,1,3,1,0,1.4386772558982357,2,1,2,1,0
EMP0556,1,2,2,4,-1.37834463847756,2,1.4660079697483777,1.1737278227504355,0.7202352984119508,0,2,0,0,-1.429785022834165,1,4,0,2,3
EMP0557,1,3,1,1,-1.37834463847756,1,0.7070911931579397,-0.7677444074928874,-1.4068624523616782,1,0,1,1,-1.429785022834165,0,2,1,1,1
EMP0558,2,3,5,5,-0.7795069800174825,0,-0.8107423600229364,-1.1991826808802926,0.011202714820741139,1,0,1,0,1.4386772558982357,2,2,1,2,2
EMP0559,1,3,2,5,-1.5779571912975858,2,-1.0637146188864157,0.7422895493630305,0.011202714820741139,2,1,0,2,0.7215616862151356,1,3,2,2,4
EMP0560,0,0,6,1,-1.5779571912975858,0,-1.2323627914620685,0.31085127597562534,1.4292678820031606,2,2,1,0,-0.7126694531510648,0,0,2,0,3
EMP0561,0,0,4,2,-0.9791195328375084,0,-1.2323627914620685,1.389446959444138,1.4292678820031606,0,0,1,2,0.004446116532035369,2,3,0,2,1
EMP0562,1,3,2,6,1.6158436538228271,1,-0.05182558343249838,0.31085127597562534,-0.6978298687704685,2,0,1,0,-0.7126694531510648,1,3,2,1,3
EMP0563,2,1,5,5,1.3164248245927883,0,-0.7264182737351099,-0.3363061341054823,1.4292678820031606,1,2,0,1,1.4386772558982357,2,4,2,1,1
EMP0564,1,3,6,1,-0.9791195328375084,2,-1.4010109640377215,-0.3363061341054823,-0.6978298687704685,0,0,1,0,0.7215616862151356,0,0,2,2,5
EMP0565,0,1,5,4,0.7175871661327109,0,-0.05182558343249838,0.31085127597562534,0.7202352984119508,1,0,0,2,0.7215616862151356,1,0,1,2,4
EMP0566,0,1,4,6,0.01894323126262062,1,-0.05182558343249838,0.5265704126693279,-0.6978298687704685,0,2,0,0,0.7215616862151356,1,4,0,1,0
EMP0567,2,0,5,1,-1.4781509148875729,2,-1.0637146188864157,0.7422895493630305,-1.4068624523616782,2,2,1,2,0.7215616862151356,1,0,1,2,5
EMP0568,1,3,2,2,1.7156499302328398,0,0.4541189342944603,0.9580086860567331,1.4292678820031606,0,1,1,0,-0.7126694531510648,1,3,1,0,3
EMP0569,2,1,4,6,0.8173934425427238,0,-1.4010109640377215,-1.6306209542676977,1.4292678820031606,0,2,1,1,0.7215616862151356,0,3,1,1,4
EMP0570,1,3,6,6,0.7175871661327109,2,-0.05182558343249838,-0.98346354418659,-1.4068624523616782,0,0,1,1,-0.7126694531510648,2,1,0,1,1
EMP0571,1,1,1,5,-1.37834463847756,1,-1.0637146188864157,-0.3363061341054823,-0.6978298687704685,0,0,1,2,-0.7126694531510648,1,1,2,0,5
EMP0572,1,0,5,3,-0.08086304514739227,2,-1.0637146188864157,0.0951321392819228,0.011202714820741139,2,0,0,0,-0.7126694531510648,1,2,0,1,0
EMP0573,1,1,6,1,-0.6797007036074697,1,-0.557770101159457,-0.5520252707991848,-1.4068624523616782,2,0,1,0,-0.7126694531510648,2,3,1,1,5
EMP0574,1,1,3,3,0.11874950767263352,0,0.36979484800663387,0.0951321392819228,-0.6978298687704685,2,1,0,0,0.7215616862151356,0,0,1,2,3
EMP0575,0,0,6,0,-0.9791195328375084,2,0.4541189342944603,-1.6306209542676977,0.7202352984119508,2,0,1,1,0.7215616862151356,1,2,1,1,4
EMP0576,2,1,4,6,0.5179746133126851,0,0.5384430205822868,-0.3363061341054823,-0.6978298687704685,2,0,1,0,0.7215616862151356,1,3,1,0,4
EMP0577,0,3,1,6,-1.5779571912975858,0,0.032498502855328064,-1.6306209542676977,0.011202714820741139,0,3,1,1,-1.429785022834165,2,4,1,1,5
EMP0578,1,2,5,2,-0.5798944271974568,2,-1.2323627914620685,0.5265704126693279,0.7202352984119508,0,0,0,1,-0.7126694531510648,1,3,2,0,2
EMP0579,0,3,4,3,1.7156499302328398,0,-0.8950664463107628,-0.7677444074928874,0.011202714820741139,1,0,0,1,0.7215616862151356,2,0,1,2,2
EMP0580,0,1,2,4,0.01894323126262062,2,-1.485335050325548,1.1737278227504355,0.7202352984119508,1,0,0,0,0.7215616862151356,0,3,2,2,3
EMP0581,2,3,3,5,-0.28047559796741806,1,-1.0637146188864157,-0.98346354418659,1.4292678820031606,0,0,1,2,1.4386772558982357,1,4,0,0,4
EMP0582,2,3,3,5,0.5179746133126851,0,1.6346561423240304,-1.1991826808802926,1.4292678820031606,2,1,1,0,0.7215616862151356,2,2,0,0,2
EMP0583,1,3,2,2,0.8173934425427238,2,1.4660079697483777,0.5265704126693279,-1.4068624523616782,2,0,1,0,-0.7126694531510648,2,3,2,0,4
EMP0584,1,1,2,6,-1.5779571912975858,0,-0.4734460148716306,-1.6306209542676977,-1.4068624523616782,2,2,0,0,0.7215616862151356,0,0,1,2,5
EMP0585,0,3,0,6,-1.178732085657534,0,-1.6539832229012008,-1.1991826808802926,-1.4068624523616782,1,2,0,2,1.4386772558982357,0,3,1,2,3
EMP0586,0,0,5,1,-0.4800881507874439,1,-1.6539832229012008,-0.5520252707991848,0.011202714820741139,1,1,0,2,0.004446116532035369,0,0,0,1,2
EMP0587,1,0,5,1,0.01894323126262062,2,1.4660079697483777,1.389446959444138,1.4292678820031606,1,3,1,1,0.7215616862151356,2,1,0,2,0
EMP0588,1,3,6,1,0.9171997189527368,0,1.1287116245970719,-1.1991826808802926,0.011202714820741139,1,0,0,1,-1.429785022834165,1,1,0,0,5
EMP0589,0,2,1,2,0.3183620604926593,2,-1.316686877749895,0.0951321392819228,1.4292678820031606,2,1,0,0,0.7215616862151356,1,4,2,1,5
EMP0590,1,0,1,3,-0.08086304514739227,0,0.032498502855328064,1.6051660961378407,0.7202352984119508,1,2,0,0,-1.429785022834165,1,1,2,0,1
EMP0591,0,1,4,3,-1.178732085657534,0,0.7914152794457661,0.7422895493630305,1.4292678820031606,1,2,0,0,0.7215616862151356,2,3,0,0,3
EMP0592,0,0,3,6,-0.9791195328375084,2,0.36979484800663387,1.389446959444138,0.011202714820741139,2,3,1,1,-1.429785022834165,0,4,2,0,5
EMP0593,0,3,5,4,-0.7795069800174825,2,1.1287116245970719,1.1737278227504355,-0.6978298687704685,2,0,1,2,0.004446116532035369,2,2,0,1,0
EMP0594,0,3,4,3,1.2166185481827754,2,-0.9793905325985893,-1.6306209542676977,1.4292678820031606,0,0,1,0,0.004446116532035369,0,2,1,1,4
EMP0595,1,3,5,5,-1.4781509148875729,0,1.1287116245970719,-0.12058699741177976,-1.4068624523616782,0,1,0,2,0.7215616862151356,2,2,0,2,2
EMP0596,0,3,1,0,0.41816833690267224,0,1.2130357108848984,0.31085127597562534,-0.6978298687704685,2,2,1,2,-1.429785022834165,2,0,1,1,4
EMP0597,0,1,1,4,1.7156499302328398,2,-1.4010109640377215,0.5265704126693279,1.4292678820031606,1,0,0,0,-1.429785022834165,2,4,2,1,2
EMP0598,1,0,2,2,0.11874950767263352,2,0.4541189342944603,0.9580086860567331,0.7202352984119508,0,2,0,1,1.4386772558982357,2,3,0,2,5
EMP0599,2,0,3,2,-0.5798944271974568,2,1.6346561423240304,-0.5520252707991848,1.4292678820031606,2,2,1,0,-0.7126694531510648,0,2,0,1,5
EMP0600,0,2,6,6,1.3164248245927883,0,-1.6539832229012008,-1.4149018175739951,-1.4068624523616782,1,3,1,0,0.7215616862151356,0,4,2,2,4
EMP0601,0,1,1,4,0.41816833690267224,0,-1.1480387051742422,0.7422895493630305,-1.4068624523616782,1,3,1,0,0.004446116532035369,0,0,0,1,0
EMP0602,2,2,3,6,1.6158436538228271,1,0.6227671068701132,-0.3363061341054823,0.011202714820741139,0,3,0,0,0.7215616862151356,0,0,1,2,1
EMP0603,1,3,4,3,-0.6797007036074697,1,-0.22047375600815128,-0.98346354418659,-1.4068624523616782,2,2,0,0,-1.429785022834165,1,0,2,2,1
EMP0604,1,0,0,6,-1.6777634677075988,0,-1.2323627914620685,0.5265704126693279,0.011202714820741139,0,2,1,0,0.004446116532035369,1,2,2,0,1
EMP0605,1,0,5,6,1.7156499302328398,0,-0.13614966972032483,0.7422895493630305,0.7202352984119508,0,3,0,0,-0.7126694531510648,1,2,2,0,1
EMP0606,0,3,5,1,-0.8793132564274955,2,-1.4010109640377215,-1.6306209542676977,-1.4068624523616782,0,2,1,2,1.4386772558982357,2,3,0,0,0
EMP0607,2,1,1,6,0.3183620604926593,0,0.7914152794457661,1.1737278227504355,1.4292678820031606,1,0,1,0,0.004446116532035369,1,3,1,0,5
EMP0608,0,3,5,3,-0.4800881507874439,1,0.36979484800663387,-0.3363061341054823,0.011202714820741139,0,2,0,1,-0.7126694531510648,0,1,1,0,3
EMP0609,1,0,3,1,-0.7795069800174825,0,-0.4734460148716306,1.1737278227504355,0.011202714820741139,0,3,1,1,-0.7126694531510648,2,0,2,1,3
EMP0610,0,0,6,2,-0.4800881507874439,0,-0.30479784229597773,-1.1991826808802926,1.4292678820031606,2,1,1,2,-0.7126694531510648,1,4,2,1,3
EMP0611,0,3,3,3,1.2166185481827754,0,0.36979484800663387,1.6051660961378407,0.7202352984119508,0,1,1,0,-0.7126694531510648,2,2,2,2,5
EMP0612,2,1,2,4,-1.178732085657534,0,-1.0637146188864157,0.5265704126693279,0.011202714820741139,2,2,0,0,0.7215616862151356,0,0,0,2,1
EMP0613,2,1,3,0,1.7156499302328398,2,1.2130357108848984,1.6051660961378407,0.7202352984119508,2,2,0,0,0.004446116532035369,1,2,1,0,1
EMP0614,1,0,5,2,-0.9791195328375084,0,0.5384430205822868,0.31085127597562534,-0.6978298687704685,0,0,1,2,-0.7126694531510648,2,3,1,2,4
EMP0615,0,3,5,2,0.21855578408264642,2,1.718980228611857,0.7422895493630305,0.7202352984119508,2,2,0,2,0.004446116532035369,2,2,0,1,1
EMP0616,1,2,5,6,1.2166185481827754,0,-1.0637146188864157,1.6051660961378407,0.011202714820741139,2,3,0,2,1.4386772558982357,2,3,1,2,2
EMP0617,0,1,3,3,1.6158436538228271,1,0.4541189342944603,-0.12058699741177976,-1.4068624523616782,2,1,0,2,1.4386772558982357,1,1,1,2,1
EMP0618,1,1,5,1,-0.7795069800174825,2,-0.30479784229597773,1.1737278227504355,0.7202352984119508,0,1,0,0,0.7215616862151356,2,3,2,0,4
EMP0619,1,2,6,6,0.8173934425427238,1,0.20114667543098094,1.389446959444138,-0.6978298687704685,1,3,0,0,-1.429785022834165,1,3,0,0,5
EMP0620,2,3,2,0,-0.380281874377431,1,-1.0637146188864157,-1.4149018175739951,1.4292678820031606,0,1,0,0,0.7215616862151356,2,3,2,2,3
EMP0621,2,2,6,1,0.3183620604926593,0,-0.9793905325985893,-0.5520252707991848,0.011202714820741139,0,3,0,0,0.004446116532035369,0,2,1,2,0
EMP0622,0,2,4,4,1.2166185481827754,2,1.3816838834605512,1.6051660961378407,1.4292678820031606,1,2,1,1,-1.429785022834165,2,0,2,2,4
EMP0623,2,3,1,4,-0.6797007036074697,0,-1.485335050325548,0.7422895493630305,1.4292678820031606,2,0,0,2,1.4386772558982357,0,4,1,2,5
EMP0624,0,1,1,5,0.5179746133126851,0,-1.4010109640377215,-0.5520252707991848,1.4292678820031606,0,2,1,2,0.7215616862151356,2,0,1,1,5
EMP0625,1,0,2,5,-1.6777634677075988,2,1.1287116245970719,-1.1991826808802926,0.7202352984119508,0,0,1,2,0.004446116532035369,1,1,2,2,2
EMP0626,2,0,4,2,0.21855578408264642,2,-0.13614966972032483,-0.3363061341054823,-1.4068624523616782,1,0,0,0,0.004446116532035369,2,0,1,2,4
EMP0627,2,2,6,2,-1.6777634677075988,1,0.6227671068701132,0.0951321392819228,-0.6978298687704685,2,2,1,0,0.004446116532035369,1,2,1,1,1
EMP0628,0,2,3,0,1.3164248245927883,2,0.960063452021419,1.389446959444138,-1.4068624523616782,1,0,1,1,-1.429785022834165,2,0,0,1,0
